Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Preparing to Get a Job in Data Analytics,"Thinking about a career in data analytics or looking to land a more senior-level role? This course offers a friendly guide to landing a job in this in-demand field. Jess Ramos, a senior data analyst, helps you gauge your initial interest, providing her honest take on what entry-level and senior-level data analytics jobs entail and the amount of work it takes to land such a role. Once you determine whether your interests are a match for this field, Jess goes over the tools and skills you’ll need to excel as a data analyst, as well as how to advertise those skills on LinkedIn, make important connections, and land interviews. And to ensure that you ace those interviews, Jess explains how to build a data analytics portfolio that’s tailored to your target role and industry.",Course,2023-02-17 09:55 UTC,N/A,false,N/A,
"RPA, AI, and Cognitive Tech for Leaders","A slew of exciting new technologies—from robotic process automation (RPA) to machine learning (ML)—have altered the way that companies do business. As a digital-era executive, skating by on a vague understanding of these capabilities is no longer an option. To successfully lead your team in this new world of work, you need to grasp the digital operations landscape, and how you can effectively apply it across your company. In this course, Ian Barkin shows how to filter out the noise, properly set expectations, and prepare your organization for a smooth digital transformation journey.",Course,2021-01-02 19:43 UTC,N/A,false,N/A,
Learning Python,"Python—the popular and highly-readable object-oriented language—is both powerful and relatively easy to learn. Whether you're new to programming or an experienced developer, this course can help you get started with Python. Joe Marini provides an overview of the installation process, basic Python syntax, and an example of how to construct and run a simple Python program. Learn to work with dates and times, read and write files, and retrieve and parse HTML, JSON, and XML data from the web.",Course,2023-01-22 19:55 UTC,N/A,false,N/A,
Excel for Business Analysts,"Business analytics is one of today’s fastest growing careers, but it's also an area where companies face a shortage of talent. In this course, Professor Michael McDonald walks you through everything you need to know to start implementing business analytics skills and concepts. Michael begins with the basics, explaining what you should know about business analytics, including definitions and uses. He demonstrates how to get started in business analytics, including accessing and integrating the correct data and constructing a data map. Michael shows how to use predictive tools in business analytics that can equip firms to make better decisions. Finally, Michael covers how business analytics can provide significant guidance for management in developing a strategy and understanding the market.",Course,2021-01-11 03:31 UTC,N/A,false,N/A,
"Power BI Data Visualization and Dashboard Tips, Tricks, & Techniques","Power BI is a software that lets users visualize and report data flexibly and share it in a number of ways. It is rapidly gaining market share, as it is affordable and well-integrated with other Microsoft tools. In this course, instructor Emma Saunders shows you how you can use Power BI to create reports and visualizations with flair and share them easily with colleagues. Emma explains the Power BI app (desktop) and service (web browser). She takes you through a sample report to show how it’s built, then goes over how and why to design and structure a report, including how to structure tabs, how many visuals to put on a page, and how to draw attention to one visual over another. Emma covers more advanced visuals, as well, including statistical diagrams and maps for geographic data. She walks you through how to design reports like a pro in the Power BI service, from basic layouts to choosing specific themes and fonts.",Course,2021-04-01 16:11 UTC,N/A,false,N/A,
SQL Code Challenges,"Want to assess your SQL skills? These concise challenges let you stretch your brain and test your talents. Get hands-on practice querying and retrieving data, adding new tables to existing databases, updating data in multiple tables and multiple records, and presenting summary data. LinkedIn Learning staff instructor Scott Simpson structures each challenge in real-world scenarios: a restaurant website that takes reservations and online orders, and a library lending system. After each challenge, Scott shares his own solution. You can see how a professional programmer creates personalized, data-driven documents; handles sign-up data; deletes records; prepares reports; and more.",Course,2021-04-02 18:13 UTC,N/A,false,N/A,
Python Quick Start,"Get a fast-paced introduction to Python. In this course, you can learn what Python is and why it's become such a powerful and in-demand programming language. Python expert and trainer Lavanya Vijayan shares the fundamentals of programming in Python with data types, variables, functions, sequences, conditional statements, iteration, and recursion. The course concludes with a short introduction to object-oriented programming in Python. Learning a new programming language shouldn't be hard; with this course, you can learn the basics you need to become proficient in Python, and decide if it’s the right language for your projects.<br><br>

This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this content in our library.<br><br><img src=""http://files3.lynda.com/files/course_description_images/MadeCraft-Description-Logo.jpg"" height=""25%"" width=""25%"">",Course,2020-10-19 05:17 UTC,N/A,false,N/A,
Learning SAP Analytics Cloud,"Enterprises need ways to harness data to improve organizational outcomes, and ultimately to improve the quality of their products and services. SAP Analytics Cloud, part of the SAP Business Intelligence suite, allows you to analyze data from any industry-standard data source to make more data-driven, evidence-based decisions. In this course, you can learn how to use the Analytics Cloud to generate reports and look for data insights that can help your organization. Instructor Joshua Rischin explains how to create and manage data models, build reports and dashboards, and enhance your analysis with the artificial intelligence (AI) and machine learning features in SAP Analytics Cloud. No matter what kind of data you need to analyze—pricing or sales data, custom customer information, or inventory—SAP Analytics Cloud can help you turn your data into clear and actionable insights.",Course,2020-12-20 17:40 UTC,N/A,false,N/A,
Teacher Tech Tips,"<i>Teacher Tech Tips</i> is a series highlighting educational technologies, with a focus on teacher effectiveness and learner achievement. Oliver Schinkten covers educational trends and classroom technologies that can help educators be more efficient in planning lessons, delivering instruction, engaging with students, and grading. Covering both emerging and well-tested technology, these tips help both teachers and students excel.<br><br>",Course,2020-04-05 05:39 UTC,N/A,false,N/A,
Career Wellness Nano Tips with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds.<br><br>In this course, get some quick tips on how to better manage your work life and career. Check out some practical advice on workload prioritization, emotional self-regulation, and managing overwhelming work experiences. Also learn how to bring empathy to work, receive feedback with confidence, and even find out the real reason behind procrastination.",Course,2022-06-03 09:58 UTC,N/A,false,N/A,
Tech Ethics: Avoiding Unintended Consequences,"Both users and creators of technology are starting to notice projects with a troubling lack of ethical considerations. News headlines highlight the issues these products introduce, from the spread of disinformation to the monetization of user data at the expense of individual privacy. This course digs into this weighty topic without taking itself too seriously. In a series of amusing scenarios, instructor Raina Kumra goes over emerging risks in tech, as well as what you can do to create more thoughtful, secure products.<br/><br/>Explore practical ways to bring ethics into your daily standups, quarterly reviews, or board meetings. Learn how to create a checklist containing pertinent questions you can apply to your product and processes. Plus, get suggestions on how to permanently integrate these changes into your work culture. Along the way, catch special appearances from guests like DJ Patil—the former US chief data scientist—and comedian, activist, and writer Baratunde Thurston.",Course,2020-05-26 19:41 UTC,N/A,false,N/A,
Social Network Analysis Using R,"<em>Social Network Analysis Using R</em> teaches analysts how to visualize and analyze data from a social network like Twitter or Facebook with the text-based statistical language, R. If you're involved in analytics in any capacity, this course will be a huge help, teaching you how the R sna and igraph modules works and how to format data for analysis, create graphs, analyze network graphs, and visualize networks. Join instructor Curt Frye and learn how to examine the relationships and trends among networks in new and exciting ways, and discover information about how individuals in an organization interact.",Course,2020-05-18 17:19 UTC,2020-05-17 20:49 UTC,false,N/A,
Learning R (2019),"If you want to participate in the data revolution, you need the right tools and skills. R is a free, open-source language for data science that is among the most popular platforms for professional analysts. Learn the basics of R and get started finding insights from your own data, in this course with professor and data scientist Barton Poulson. The lessons explain how to get started with R, including installing R, RStudio, and code packages that extend R’s power. You also see first-hand how to use R and RStudio for beginner-level data modeling, visualization, and statistical analysis. By the end of the course, you’ll have a thorough introduction to the power and flexibility of R, and understand how to leverage this tool to explore and analyze a wide variety of data.",Course,2020-05-05 22:31 UTC,2020-05-05 22:21 UTC,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007880,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007880,Course,2020-02-12 02:34 UTC,N/A,false,N/A,
Access 2019: Queries,"Learn how to find and translate complex raw data into information you can use to make better decisions. Access expert Adam Wilbert explains how to create real-world queries to filter and sort data and perform calculations, as well as refine query results with built-in functions, all while offering challenges that help you master the material. Find out how to identify top performers, automate repetitive analysis tasks, make queries more flexible with parameter requests, and increase accuracy and consistency in your database using program flow functions. Adam closes with an assortment of useful query tricks. Take the challenges posed along the way to test and practice your new Access skills.",Course,2020-11-30 19:43 UTC,N/A,false,N/A,
Learning Spring with Spring Boot (2019),"Spring is the hugely popular framework for developing Java applications in the enterprise space. In this course, discover how to leverage Spring Boot, which takes an opinionated view of the Spring platform. Follow Frank Moley as he walks through how to use Spring Boot to quickly and efficiently develop a practical, enterprise-style web application. As Frank explains how to develop the app, he helps to familiarize you with the general Spring framework. Plus, Frank dives into some of the basic projects of Spring that you can use to develop Java-based applications.",Course,2021-08-21 02:55 UTC,N/A,false,N/A,
